GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20140101,242,-125
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20140201,388,-121
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20140301,292,-25
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20140401,1525,78
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20140501,706,151
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20140601,3194,209
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20140701,529,196
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20140801,794,212
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20140901,544,158
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20141001,776,93
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20141101,302,-19
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20141201,237,-22
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20150101,237,-69
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20150201,347,-119
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20150301,203,14
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20150401,484,100
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20150501,1469,155
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20150601,2120,200
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20150701,305,214
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20150801,639,205
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20150901,1024,198
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20151001,698,111
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20151101,1367,48
GHCND:USW00094908,DUBUQUE REGIONAL AIRPORT IA US,20151201,1065,16
